date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,customer_cancel_reason,driver_cancel_reason,incomplete_reason,booking_value,ride_distance,driver_rating,customer_rating
10-11-2025,12:51,BLR4000192,Success,CUST10458,Prime_SUV,Sadashivanagar,Cooke_Town,12.6,21.8,,,,147.3,7.82,4,4
21-11-2025,07:05,BLR4000193,Success,CUST10420,Prime_Sedan,Adugodi,Kumaraswamy_Layout,7.8,25.9,,,,171.39,7.52,5,4
10-11-2025,23:22,BLR4000194,Success,CUST10169,eBike,Indiranagar,Kasturba_Road,12.7,15.1,,,,64.27,1.17,3,3
22-11-2025,02:20,BLR4000195,Success,CUST10105,Bike,Banerghatta_Road,Koramangala,13.4,19.8,,,,59.38,2.67,4,3
23-11-2025,05:28,BLR4000196,Success,CUST10729,eBike,Lavelle_Road,Indiranagar,1.7,21.2,,,,149.16,10.83,4,4
22-11-2025,02:02,BLR4000197,Cancelled_by_Driver,CUST10615,Bike,Ulsoor,Marathahalli,,,,Customer_issue,,,,,
18-11-2025,02:02,BLR4000198,Success,CUST10335,Prime_Sedan,Rajajinagar,BTM_Layout,12.8,16,,,,191.03,6.49,3,3
03-11-2025,05:07,BLR4000199,Success,CUST10287,eBike,Sadashivanagar,Frazer_Town,2.4,9.2,,,,150.65,6.4,4,4
10-11-2025,23:44,BLR4000200,Success,CUST10303,Prime_SUV,Horamavu,MG_Road,1.5,6.6,,,,71.32,2.75,4,3
03-11-2025,12:28,BLR4000201,Incomplete,CUST10379,eBike,Sarjapur_Road,Richmond_Town,,,,,Other_issue,,,,
25-11-2025,03:50,BLR4000202,Success,CUST10212,Auto,Malleshwaram,Shivaji_Nagar,11.9,19.3,,,,86.4,5.13,4,3
03-11-2025,11:24,BLR4000203,Success,CUST10194,Auto,Banashankari,Horamavu,14.5,33.4,,,,140.78,5.8,3,5
14-11-2025,12:37,BLR4000204,Cancelled_by_Driver,CUST10227,Bike,Yelahanka,Brigade_Road,,,,Personal_and_car_issues,,,,,
30-11-2025,14:55,BLR4000205,Success,CUST10292,Bike,Vijayanagar,Hennur,2.3,21.4,,,,143.88,5.99,5,4
16-11-2025,08:28,BLR4000206,Success,CUST10525,Prime_Sedan,Bommanahalli,Hebbal,5.8,9.6,,,,52.92,1.53,3,3
10-11-2025,21:29,BLR4000207,Success,CUST10162,Bike,Wilson_Garden,Brigade_Road,2.6,12.5,,,,91.4,5.58,4,4
07-11-2025,12:24,BLR4000208,Cancelled_by_Driver,CUST10548,Prime_SUV,Wilson_Garden,Brookefield,,,,Customer_issue,,,,,
11-11-2025,16:34,BLR4000209,Cancelled_by_Driver,CUST10409,Bike,Yeshwanthpur,Frazer_Town,,,,Personal_and_car_issues,,,,,
10-11-2025,02:05,BLR4000210,Success,CUST10720,Mini,Banashankari,Kanakapura_Road,14.4,27.8,,,,176.28,9.75,5,3
11-11-2025,21:22,BLR4000211,Success,CUST10595,eBike,JP_Nagar,Kumaraswamy_Layout,3.2,8.8,,,,59.91,2.72,3,3
02-11-2025,19:36,BLR4000212,Incomplete,CUST10648,Mini,Bellandur,Koramangala,,,,,Vehicle_breakdown,,,,
21-11-2025,10:27,BLR4000213,Cancelled_by_Customer,CUST10239,Bike,Hennur,Bellandur,,,Change_of_plans,,,,,,
20-11-2025,06:39,BLR4000214,Success,CUST10385,eBike,Cooke_Town,Kanakapura_Road,3.9,14.1,,,,66.91,2.34,3,4
15-11-2025,01:39,BLR4000215,Cancelled_by_Customer,CUST10337,Prime_Sedan,Bellandur,Frazer_Town,,,Driver_asked_to_cancel,,,,,,
08-11-2025,02:12,BLR4000216,Success,CUST10797,Bike,Electronic_City,Kasturba_Road,15,31.5,,,,98.85,3.26,4,4
12-11-2025,07:00,BLR4000217,Success,CUST10225,Prime_Sedan,Hoodi,Horamavu,6.3,14.5,,,,64.86,1.6,3,5
21-11-2025,19:41,BLR4000218,Success,CUST10191,Bike,Kanakapura_Road,Kanakapura_Road,2.8,7.7,,,,82.64,4.79,3,4
02-11-2025,05:02,BLR4000219,Success,CUST10218,Prime_Sedan,Hennur,Kanakapura_Road,4.3,11.5,,,,122.94,6.2,3,5
17-11-2025,21:44,BLR4000220,Cancelled_by_Customer,CUST10598,Auto,Yeshwanthpur,Kanakapura_Road,,,Change_of_plans,,,,,,
17-11-2025,08:04,BLR4000221,Cancelled_by_Driver,CUST10270,Prime_SUV,Jayanagar,Vijayanagar,,,,Customer_sick,,,,,
06-11-2025,03:21,BLR4000222,Success,CUST10251,Auto,Richmond_Town,Banaswadi,1.9,21.5,,,,127.88,6.96,4,3
20-11-2025,23:01,BLR4000223,Success,CUST10139,Mini,Mahadevapura,Domlur,11,29,,,,201.21,9.18,5,4
09-11-2025,01:14,BLR4000224,Cancelled_by_Customer,CUST10562,Prime_Sedan,Shivaji_Nagar,Cooke_Town,,,Driver_asked_to_cancel,,,,,,
28-11-2025,14:18,BLR4000225,Success,CUST10454,Prime_Sedan,Wilson_Garden,Koramangala,1.5,20.4,,,,142.48,4.33,3,4
18-11-2025,14:57,BLR4000226,Success,CUST10484,Bike,Hebbal,Koramangala,14.6,28.2,,,,92.64,2.89,5,5
30-11-2025,21:30,BLR4000227,Success,CUST10428,Auto,Malleshwaram,Yeshwanthpur,14.9,28.2,,,,49.43,1.77,4,4
22-11-2025,23:32,BLR4000228,Incomplete,CUST10131,Prime_Plus,HSR_Layout,Sarjapur_Road,,,,,Customer_demand,,,,
21-11-2025,22:36,BLR4000229,Success,CUST10020,Prime_Plus,Ulsoor,Frazer_Town,12.8,19.5,,,,118.48,4.58,3,5
11-11-2025,17:16,BLR4000230,Success,CUST10401,Prime_SUV,Bellandur,Kumaraswamy_Layout,12,21.4,,,,241.28,14.09,4,4
08-11-2025,06:43,BLR4000231,Success,CUST10312,Prime_Plus,Nagawara,Brigade_Road,6.2,12,,,,109.7,4.09,5,5
21-11-2025,18:08,BLR4000232,Success,CUST10678,Prime_Sedan,Whitefield,Kumaraswamy_Layout,8.2,25.7,,,,72.98,2.87,5,4
14-11-2025,06:21,BLR4000233,Success,CUST10127,Auto,Rajajinagar,Malleshwaram,10.9,29.6,,,,138.6,5.67,5,3
30-11-2025,16:03,BLR4000234,Success,CUST10534,Prime_Sedan,Bellandur,Lavelle_Road,4.2,20.8,,,,198.75,6.83,4,4
06-11-2025,21:46,BLR4000235,Cancelled_by_Customer,CUST10523,Bike,Wilson_Garden,Mahadevapura,,,Driver_asked_to_cancel,,,,,,
06-11-2025,19:31,BLR4000236,Success,CUST10029,Bike,Sarjapur_Road,Kanakapura_Road,3.4,14.2,,,,44.65,1.33,4,5
09-11-2025,14:32,BLR4000237,Success,CUST10523,eBike,Koramangala,Yelahanka,5.5,15.6,,,,54,2.18,5,4
18-11-2025,00:53,BLR4000238,Success,CUST10221,Prime_SUV,Bommanahalli,Frazer_Town,9,23.9,,,,50.57,1.37,5,4
25-11-2025,22:31,BLR4000239,Success,CUST10481,Prime_SUV,Cooke_Town,Koramangala,12.5,14.8,,,,141.34,7.42,4,4
24-11-2025,20:54,BLR4000240,Success,CUST10057,Prime_Plus,Jayanagar,Hennur,8,18.5,,,,129,6.6,3,3
28-11-2025,20:43,BLR4000241,Success,CUST10218,Prime_SUV,JP_Nagar,Sarjapur_Road,11.7,18.2,,,,359.14,13.96,4,4
27-11-2025,11:26,BLR4000242,Cancelled_by_Customer,CUST10750,Bike,Ulsoor,Yelahanka,,,Change_of_plans,,,,,,
09-11-2025,01:09,BLR4000243,Success,CUST10545,eBike,Wilson_Garden,RT_Nagar,9.6,19.8,,,,83.46,4.86,5,4
30-11-2025,01:14,BLR4000244,Cancelled_by_Customer,CUST10173,Prime_Plus,Kengeri,Electronic_City,,,Driver_not_moving,,,,,,
24-11-2025,10:07,BLR4000245,Success,CUST10347,Prime_Sedan,Hennur,New_BEL_Road,11.1,18.9,,,,51.85,1.46,3,3
16-11-2025,15:04,BLR4000246,Success,CUST10516,Mini,Electronic_City,Kasturba_Road,14.5,34,,,,95.79,3.32,3,4
14-11-2025,06:27,BLR4000247,Success,CUST10456,Prime_Sedan,Bommanahalli,Mahadevapura,9.3,22.4,,,,71.81,1.99,5,4
29-11-2025,17:04,BLR4000248,Success,CUST10216,Mini,Peenya,Vijayanagar,14.2,17.1,,,,102.44,4.83,5,4
07-11-2025,21:23,BLR4000249,Success,CUST10300,Bike,Yeshwanthpur,Domlur,8.9,18.5,,,,87.45,5.22,4,4
05-11-2025,03:59,BLR4000250,Incomplete,CUST10056,Bike,Peenya,RT_Nagar,,,,,Vehicle_breakdown,,,,
22-11-2025,22:27,BLR4000251,Success,CUST10179,Prime_Sedan,Vijayanagar,JP_Nagar,13.5,24.6,,,,78.29,3.22,5,4
05-11-2025,22:05,BLR4000252,Cancelled_by_Driver,CUST10342,Bike,Marathahalli,Whitefield,,,,Exceeds_people_limit,,,,,
06-11-2025,15:23,BLR4000253,Cancelled_by_Customer,CUST10463,eBike,KR_Puram,Yeshwanthpur,,,Driver_asked_to_cancel,,,,,,
12-11-2025,13:32,BLR4000254,Success,CUST10635,eBike,Hennur,Vijayanagar,5,11.7,,,,78.3,4.39,5,4
14-11-2025,21:42,BLR4000255,Success,CUST10762,Auto,Brigade_Road,Hebbal,11.3,28.1,,,,91.23,5.57,5,3
12-11-2025,15:02,BLR4000256,Success,CUST10622,Prime_Sedan,Indiranagar,New_BEL_Road,13.9,23.6,,,,46.51,1.1,4,4
06-11-2025,09:21,BLR4000257,Success,CUST10656,Bike,Marathahalli,Vijayanagar,10.6,17.3,,,,58.82,2.62,4,4
30-11-2025,06:02,BLR4000258,Cancelled_by_Driver,CUST10229,Prime_SUV,Yelahanka,Richmond_Town,,,,Customer_issue,,,,,
18-11-2025,23:32,BLR4000259,Success,CUST10787,Prime_SUV,MG_Road,Koramangala,6,14.6,,,,57.41,1.83,4,4
10-11-2025,18:25,BLR4000260,Cancelled_by_Customer,CUST10000,Mini,Vijayanagar,Domlur,,,Driver_not_moving,,,,,,
01-11-2025,12:30,BLR4000261,Success,CUST10494,Auto,RT_Nagar,Nagawara,7.4,25.3,,,,51.43,1.95,3,4
25-11-2025,06:59,BLR4000262,Success,CUST10726,Auto,Bommanahalli,Sarjapur_Road,4.9,23.1,,,,99.04,4.78,4,5
21-11-2025,21:18,BLR4000263,Success,CUST10021,Prime_Sedan,Shivaji_Nagar,Brigade_Road,3,20.3,,,,53.83,1.59,3,3
20-11-2025,04:21,BLR4000264,Success,CUST10586,Mini,KR_Puram,Yelahanka,6,16,,,,141.68,4.3,4,3
30-11-2025,14:02,BLR4000265,Success,CUST10387,eBike,Adugodi,Yelahanka,6.6,16.5,,,,139.91,7.87,4,4
04-11-2025,07:40,BLR4000266,Success,CUST10603,Bike,Adugodi,Brigade_Road,5.6,12,,,,85.47,5.04,5,5
21-11-2025,15:15,BLR4000267,Success,CUST10449,Prime_Plus,Ulsoor,Peenya,13.7,33.5,,,,122.96,6.2,4,5
05-11-2025,13:27,BLR4000268,Cancelled_by_Customer,CUST10523,Bike,Kanakapura_Road,Wilson_Garden,,,Driver_asked_to_cancel,,,,,,
18-11-2025,03:27,BLR4000269,Cancelled_by_Customer,CUST10344,Prime_Sedan,Peenya,Malleshwaram,,,Wrong_address,,,,,,
08-11-2025,05:59,BLR4000270,Success,CUST10758,Prime_Sedan,Whitefield,Brigade_Road,4,20.4,,,,68.32,1.8,4,5
11-11-2025,10:53,BLR4000271,Cancelled_by_Customer,CUST10498,Bike,Nagawara,Hebbal,,,Driver_asked_to_cancel,,,,,,
13-11-2025,04:39,BLR4000272,Cancelled_by_Driver,CUST10102,Prime_Plus,Banaswadi,Brookefield,,,,Personal_and_car_issues,,,,,
01-11-2025,12:38,BLR4000273,Success,CUST10577,Bike,Sanjay_Nagar,Koramangala,4.7,15.7,,,,68.52,3.5,4,5
05-11-2025,01:11,BLR4000274,Incomplete,CUST10658,Bike,Yeshwanthpur,Wilson_Garden,,,,,Other_issue,,,,
25-11-2025,16:30,BLR4000275,Cancelled_by_Customer,CUST10090,Bike,Peenya,Koramangala,,,Wrong_address,,,,,,
07-11-2025,02:55,BLR4000276,Success,CUST10666,Prime_Plus,Horamavu,Hennur,3.2,23.1,,,,190.2,8.57,4,5
28-11-2025,15:59,BLR4000277,Success,CUST10707,eBike,Wilson_Garden,Indiranagar,2.4,15.5,,,,94.17,5.83,5,5
26-11-2025,20:07,BLR4000278,Success,CUST10458,Mini,Frazer_Town,Indiranagar,10.8,28.9,,,,118.55,5.9,4,5
09-11-2025,20:42,BLR4000279,Cancelled_by_Customer,CUST10327,Prime_Plus,Kumaraswamy_Layout,Peenya,,,Change_of_plans,,,,,,
25-11-2025,01:39,BLR4000280,Cancelled_by_Customer,CUST10456,Prime_SUV,New_BEL_Road,Kanakapura_Road,,,AC_not_working,,,,,,
29-11-2025,16:26,BLR4000281,Success,CUST10606,Bike,Frazer_Town,Bellandur,6.1,10.4,,,,174.51,13.14,3,3
15-11-2025,01:25,BLR4000282,Success,CUST10241,Mini,BTM_Layout,Nagawara,12,15.8,,,,145.48,4.47,3,4
22-11-2025,04:53,BLR4000283,Success,CUST10666,Mini,Cooke_Town,Sarjapur_Road,4,19.6,,,,184.31,10.29,5,4
19-11-2025,23:44,BLR4000284,Success,CUST10043,Prime_Plus,Frazer_Town,Sanjay_Nagar,10.6,18.9,,,,164.65,8.98,5,3
11-11-2025,13:09,BLR4000285,Incomplete,CUST10648,Auto,Banashankari,Sanjay_Nagar,,,,,Other_issue,,,,
21-11-2025,04:19,BLR4000286,Success,CUST10198,Auto,Kengeri,Bellandur,1.5,11.1,,,,47.39,1.58,3,3
27-11-2025,12:06,BLR4000287,Cancelled_by_Driver,CUST10104,Auto,Vijayanagar,Mahadevapura,,,,Customer_issue,,,,,
22-11-2025,11:27,BLR4000288,Success,CUST10387,Prime_Plus,HSR_Layout,Domlur,11.3,15,,,,99.73,3.54,3,4
15-11-2025,17:23,BLR4000289,Success,CUST10626,eBike,Ulsoor,Ulsoor,14.9,23.3,,,,79.38,3.29,3,5
09-11-2025,04:14,BLR4000290,Success,CUST10289,Auto,Banerghatta_Road,Banashankari,3.7,13.3,,,,61.99,1.03,4,5
29-11-2025,09:37,BLR4000291,Success,CUST10026,Bike,Yelahanka,Yeshwanthpur,13,22.2,,,,123.38,4.75,3,5
04-11-2025,17:04,BLR4000292,Cancelled_by_Driver,CUST10246,eBike,Vijayanagar,Horamavu,,,,Customer_issue,,,,,
23-11-2025,00:18,BLR4000293,Cancelled_by_Customer,CUST10347,Prime_Plus,Banaswadi,Kanakapura_Road,,,AC_not_working,,,,,,
18-11-2025,05:29,BLR4000294,Incomplete,CUST10353,Bike,RT_Nagar,Banashankari,,,,,Other_issue,,,,
09-11-2025,18:23,BLR4000295,Success,CUST10263,Prime_Sedan,Brookefield,Koramangala,8.2,24.1,,,,66.27,2.42,5,5
18-11-2025,21:10,BLR4000296,Success,CUST10112,Bike,Koramangala,RT_Nagar,13.1,19.8,,,,75.44,1.84,4,5
14-11-2025,20:09,BLR4000297,Success,CUST10619,Prime_Sedan,Lavelle_Road,Banaswadi,6.9,10.1,,,,59.76,1.98,4,5
26-11-2025,19:53,BLR4000298,Success,CUST10026,eBike,Electronic_City,KR_Puram,3.9,15.1,,,,89.81,5.44,4,4
19-11-2025,12:24,BLR4000299,Success,CUST10046,Prime_Sedan,Kasturba_Road,Electronic_City,9.5,15.3,,,,67.62,1.01,4,3
24-11-2025,05:33,BLR4000300,Success,CUST10225,Mini,Kengeri,BTM_Layout,2.2,6,,,,167.6,9.17,5,3
04-11-2025,06:36,BLR4000301,Success,CUST10518,Auto,Hoodi,Lavelle_Road,14.6,20.9,,,,70.19,1.53,4,4
29-11-2025,23:13,BLR4000302,Success,CUST10702,eBike,New_BEL_Road,RT_Nagar,11.3,18,,,,105.26,3.65,5,4
26-11-2025,08:36,BLR4000303,Success,CUST10773,eBike,Brookefield,Indiranagar,5.6,12.9,,,,70.82,1.56,3,3
07-11-2025,23:10,BLR4000304,Success,CUST10158,eBike,Bellandur,Bellandur,7,23.9,,,,65.76,3.25,5,4
07-11-2025,21:46,BLR4000305,Success,CUST10189,Bike,Sanjay_Nagar,Brigade_Road,9.4,22.8,,,,168.72,12.61,3,4
04-11-2025,06:14,BLR4000306,Success,CUST10478,Prime_Sedan,Kengeri,BTM_Layout,3.6,10.4,,,,45.05,1,4,3
13-11-2025,07:08,BLR4000307,Success,CUST10731,Prime_Sedan,Brigade_Road,Yelahanka,10.5,25,,,,123.12,3.47,4,3
16-11-2025,10:53,BLR4000308,Success,CUST10541,Auto,Kumaraswamy_Layout,Banashankari,14,20.4,,,,79.99,4.54,4,4
17-11-2025,11:16,BLR4000309,Cancelled_by_Driver,CUST10062,Bike,Banashankari,Jayanagar,,,,Personal_and_car_issues,,,,,
03-11-2025,05:09,BLR4000310,Success,CUST10407,Bike,HSR_Layout,Vijayanagar,12.9,29.9,,,,59.98,2.73,4,5
16-11-2025,10:02,BLR4000311,Success,CUST10322,Mini,Vijayanagar,Banashankari,1.3,8.9,,,,121.83,4.77,4,4
12-11-2025,05:47,BLR4000312,Success,CUST10319,Auto,Nagawara,Kumaraswamy_Layout,11,14.6,,,,74.53,1.79,4,4
14-11-2025,08:18,BLR4000313,Cancelled_by_Customer,CUST10261,Bike,Banerghatta_Road,Kumaraswamy_Layout,,,Change_of_plans,,,,,,
30-11-2025,11:41,BLR4000314,Success,CUST10176,Auto,Brigade_Road,Jayanagar,3.1,13,,,,102.36,6.58,4,3
05-11-2025,22:27,BLR4000315,Incomplete,CUST10123,Auto,Yelahanka,Kanakapura_Road,,,,,Vehicle_breakdown,,,,
15-11-2025,20:16,BLR4000316,Cancelled_by_Driver,CUST10018,eBike,Lavelle_Road,Jayanagar,,,,Personal_and_car_issues,,,,,
28-11-2025,19:08,BLR4000317,Success,CUST10405,Prime_SUV,Marathahalli,Nagawara,6.9,20.1,,,,60.55,1.36,4,4
01-11-2025,21:54,BLR4000318,Success,CUST10012,Prime_SUV,Banashankari,Richmond_Town,7.5,24,,,,62.25,2.15,4,4
26-11-2025,17:37,BLR4000319,Success,CUST10148,Prime_Plus,Sarjapur_Road,Adugodi,10.4,29.9,,,,153.5,8.23,4,4
29-11-2025,16:58,BLR4000320,Success,CUST10383,Auto,Sanjay_Nagar,Kanakapura_Road,2.5,20.8,,,,45.99,1.45,3,5
28-11-2025,23:37,BLR4000321,Cancelled_by_Customer,CUST10578,Mini,Cooke_Town,Domlur,,,Change_of_plans,,,,,,
20-11-2025,19:03,BLR4000322,Success,CUST10044,Prime_SUV,Kumaraswamy_Layout,Kengeri,11.4,23.9,,,,84.45,3.63,5,4
13-11-2025,03:13,BLR4000323,Cancelled_by_Customer,CUST10260,Prime_SUV,Wilson_Garden,Bommanahalli,,,Change_of_plans,,,,,,
10-11-2025,21:16,BLR4000324,Cancelled_by_Customer,CUST10476,Auto,BTM_Layout,Kasturba_Road,,,Driver_asked_to_cancel,,,,,,
10-11-2025,14:33,BLR4000325,Success,CUST10593,Prime_SUV,BTM_Layout,Ulsoor,13.7,30.5,,,,124.54,6.3,3,3
04-11-2025,21:11,BLR4000326,Cancelled_by_Driver,CUST10131,Prime_SUV,Koramangala,Brookefield,,,,Customer_issue,,,,,
24-11-2025,13:22,BLR4000327,Success,CUST10354,Mini,Malleshwaram,Rajajinagar,10.1,18.8,,,,56.6,1.77,3,4
30-11-2025,08:14,BLR4000328,Success,CUST10786,Mini,KR_Puram,HSR_Layout,10.8,14.4,,,,114.92,5.66,4,3
01-11-2025,11:47,BLR4000329,Cancelled_by_Customer,CUST10133,eBike,HSR_Layout,Koramangala,,,Driver_not_moving,,,,,,
09-11-2025,18:37,BLR4000330,Success,CUST10579,Prime_Sedan,Kengeri,Ulsoor,13.3,22.5,,,,57.3,1.82,5,5
03-11-2025,12:41,BLR4000331,Success,CUST10359,Prime_SUV,JP_Nagar,New_BEL_Road,2.2,15.3,,,,175.49,9.7,5,5
25-11-2025,02:32,BLR4000332,Incomplete,CUST10741,eBike,Malleshwaram,Sadashivanagar,,,,,Customer_demand,,,,
15-11-2025,03:18,BLR4000333,Cancelled_by_Customer,CUST10005,Mini,Horamavu,Wilson_Garden,,,AC_not_working,,,,,,
16-11-2025,13:01,BLR4000334,Cancelled_by_Customer,CUST10428,Auto,Kengeri,Brookefield,,,Change_of_plans,,,,,,
21-11-2025,02:28,BLR4000335,Success,CUST10577,Mini,Kengeri,Hennur,8.9,12.6,,,,88.55,3.9,5,5
16-11-2025,09:53,BLR4000336,Cancelled_by_Customer,CUST10148,eBike,Whitefield,JP_Nagar,,,Driver_asked_to_cancel,,,,,,
13-11-2025,04:19,BLR4000337,Success,CUST10181,Prime_Plus,Yelahanka,Marathahalli,5.8,14.3,,,,145.69,7.71,3,4
10-11-2025,21:26,BLR4000338,Success,CUST10609,Mini,Cooke_Town,Richmond_Town,2.7,18.5,,,,96.64,2.3,4,3
09-11-2025,05:34,BLR4000339,Incomplete,CUST10259,Prime_Plus,Rajajinagar,Basavanagudi,,,,,Customer_demand,,,,
20-11-2025,08:22,BLR4000340,Cancelled_by_Driver,CUST10021,Prime_Sedan,Basavanagudi,Bellandur,,,,Personal_and_car_issues,,,,,
19-11-2025,17:03,BLR4000341,Cancelled_by_Customer,CUST10402,Mini,Adugodi,Richmond_Town,,,Change_of_plans,,,,,,
13-11-2025,15:55,BLR4000342,Cancelled_by_Driver,CUST10459,Prime_Sedan,Hennur,Hennur,,,,Personal_and_car_issues,,,,,
03-11-2025,11:04,BLR4000343,Success,CUST10383,eBike,Basavanagudi,Electronic_City,14.5,33.4,,,,95.6,4.52,4,4
17-11-2025,20:10,BLR4000344,Success,CUST10434,Prime_Plus,Marathahalli,Basavanagudi,3.5,13.7,,,,144.53,7.64,4,3
07-11-2025,14:22,BLR4000345,Incomplete,CUST10744,Mini,Sadashivanagar,Banaswadi,,,,,Customer_demand,,,,
12-11-2025,02:17,BLR4000346,Incomplete,CUST10534,Auto,Ulsoor,Basavanagudi,,,,,Vehicle_breakdown,,,,
30-11-2025,15:45,BLR4000347,Success,CUST10026,Mini,Cooke_Town,Hebbal,7.7,26.1,,,,79.41,1.53,4,3
29-11-2025,23:27,BLR4000348,Success,CUST10278,Auto,Banaswadi,Wilson_Garden,1.2,9,,,,102.08,6.55,3,4
28-11-2025,01:38,BLR4000349,Success,CUST10312,Mini,MG_Road,RT_Nagar,5.4,15.9,,,,139.65,7.31,4,4
06-11-2025,00:17,BLR4000350,Cancelled_by_Driver,CUST10796,Bike,Whitefield,New_BEL_Road,,,,Personal_and_car_issues,,,,,
28-11-2025,05:10,BLR4000351,Success,CUST10621,Prime_Sedan,HSR_Layout,Lavelle_Road,12.6,29.2,,,,49.18,1.28,4,3
18-11-2025,23:02,BLR4000352,Success,CUST10155,Mini,Kengeri,Cooke_Town,14.6,23.1,,,,86.78,3.79,5,5
24-11-2025,04:50,BLR4000353,Success,CUST10719,eBike,Basavanagudi,Horamavu,9.2,13.4,,,,82.6,4.78,4,3
28-11-2025,01:32,BLR4000354,Success,CUST10284,Auto,HSR_Layout,Jayanagar,11,18.5,,,,56.55,2.41,4,5
30-11-2025,16:02,BLR4000355,Cancelled_by_Customer,CUST10579,Prime_Plus,Ulsoor,Banerghatta_Road,,,Change_of_plans,,,,,,
17-11-2025,10:18,BLR4000356,Success,CUST10323,Bike,Sadashivanagar,Banaswadi,11.1,27.5,,,,64.45,2.16,4,4
10-11-2025,22:48,BLR4000357,Success,CUST10619,Mini,Hoodi,Electronic_City,9.3,15.5,,,,81.82,3.45,5,4
01-11-2025,23:53,BLR4000358,Success,CUST10627,Prime_SUV,JP_Nagar,BTM_Layout,7,10.9,,,,200.13,9.12,5,4
22-11-2025,16:49,BLR4000359,Success,CUST10337,Prime_Plus,BTM_Layout,Electronic_City,6,12.8,,,,76.04,2.22,5,4
25-11-2025,18:26,BLR4000360,Cancelled_by_Customer,CUST10015,Bike,Sanjay_Nagar,Kanakapura_Road,,,Wrong_address,,,,,,
16-11-2025,05:43,BLR4000361,Success,CUST10347,Auto,Indiranagar,Yelahanka,12.5,27.8,,,,58.07,2.55,4,4
05-11-2025,05:50,BLR4000362,Success,CUST10222,Prime_Plus,MG_Road,Banaswadi,14.3,16.8,,,,118.81,5.92,4,5
10-11-2025,14:32,BLR4000363,Cancelled_by_Customer,CUST10587,Auto,Frazer_Town,Brigade_Road,,,Change_of_plans,,,,,,
27-11-2025,02:28,BLR4000364,Success,CUST10234,Mini,Banaswadi,Banaswadi,10.3,26.1,,,,58.94,1.27,5,4
02-11-2025,22:18,BLR4000365,Cancelled_by_Customer,CUST10481,Prime_Sedan,Bommanahalli,Mahadevapura,,,Driver_not_moving,,,,,,
17-11-2025,01:56,BLR4000366,Success,CUST10038,Prime_Sedan,Kanakapura_Road,Marathahalli,5.2,17.1,,,,201.3,11.42,4,4
30-11-2025,05:23,BLR4000367,Success,CUST10649,eBike,Richmond_Town,RT_Nagar,2.2,5.8,,,,46.01,1.46,4,3
13-11-2025,15:11,BLR4000368,Success,CUST10099,Prime_Sedan,Adugodi,Sarjapur_Road,11.5,29.8,,,,152.24,8.15,5,4
02-11-2025,20:25,BLR4000369,Success,CUST10057,Prime_SUV,Rajajinagar,Sarjapur_Road,3.9,21.1,,,,126.52,5.03,4,3
26-11-2025,01:11,BLR4000370,Cancelled_by_Customer,CUST10443,Auto,Basavanagudi,Ulsoor,,,Driver_asked_to_cancel,,,,,,
15-11-2025,10:58,BLR4000371,Cancelled_by_Customer,CUST10324,Prime_SUV,Domlur,RT_Nagar,,,AC_not_working,,,,,,
16-11-2025,22:09,BLR4000372,Cancelled_by_Driver,CUST10637,Bike,HSR_Layout,Kengeri,,,,Exceeds_people_limit,,,,,
02-11-2025,03:05,BLR4000373,Cancelled_by_Customer,CUST10745,eBike,Hoodi,HSR_Layout,,,Wrong_address,,,,,,
13-11-2025,01:31,BLR4000374,Success,CUST10403,Bike,Lavelle_Road,Indiranagar,1,6.4,,,,200.42,15.49,3,4
23-11-2025,21:14,BLR4000375,Incomplete,CUST10587,Bike,Malleshwaram,Peenya,,,,,Other_issue,,,,
03-11-2025,13:58,BLR4000376,Success,CUST10631,Mini,Banashankari,Sanjay_Nagar,1.4,10.3,,,,66.74,2.45,3,4
01-11-2025,20:39,BLR4000377,Success,CUST10492,Prime_Plus,Sadashivanagar,Bellandur,10.4,15.9,,,,111.41,2.95,3,5
11-11-2025,09:01,BLR4000378,Cancelled_by_Customer,CUST10619,Prime_Sedan,Brigade_Road,BTM_Layout,,,Wrong_address,,,,,,
11-11-2025,19:53,BLR4000379,Success,CUST10722,Prime_Sedan,Malleshwaram,Hebbal,6.4,25.7,,,,142.78,7.52,4,4
30-11-2025,18:47,BLR4000380,Success,CUST10280,Bike,Frazer_Town,Marathahalli,2.7,7.7,,,,157.18,11.56,5,5
14-11-2025,00:14,BLR4000381,Success,CUST10474,Prime_SUV,Lavelle_Road,Mahadevapura,7.4,25.2,,,,100.27,4.68,4,5
20-11-2025,02:33,BLR4000382,Success,CUST10567,Auto,Kumaraswamy_Layout,Indiranagar,4.8,12.1,,,,70.29,3.66,3,4
14-11-2025,08:58,BLR4000383,Cancelled_by_Customer,CUST10779,eBike,Banerghatta_Road,KR_Puram,,,Driver_not_moving,,,,,,
24-11-2025,04:14,BLR4000384,Success,CUST10228,eBike,Sanjay_Nagar,Banerghatta_Road,2.6,20.2,,,,74.26,4.02,4,4
01-11-2025,19:36,BLR4000385,Cancelled_by_Customer,CUST10052,Prime_Sedan,KR_Puram,Frazer_Town,,,AC_not_working,,,,,,
13-11-2025,12:38,BLR4000386,Incomplete,CUST10270,Bike,Bommanahalli,Kasturba_Road,,,,,Other_issue,,,,
